Stim,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HeadX,HeadY,HeadZ,SpineMidX,SpineMidY,SpineMidZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,
to pull,0.0,0.0,0.0,-6.674719,-138.92079,0.85799694,5.964495,156.19595,4.9176693,-105.307106,35.72644,5.833328,110.27841,28.095936,3.0987859,-124.01394,203.62424,53.61905,142.30573,197.56427,41.77382,-116.67275,346.5801,144.87631,169.75838,329.8701,145.37975,-33.39996,362.42593,44.327034,64.79274,360.47195,39.79831
to pull,0.0,0.0,0.0,-6.674719,-138.92079,0.85799694,6.0503564,156.30672,4.8044324,-105.39356,35.90641,5.725932,109.811584,27.329496,4.737091,-123.83194,212.07832,50.643433,142.62848,198.8354,36.49825,-112.714195,357.69522,136.68462,167.86435,343.85107,120.3014,-33.14142,363.06534,43.8861,65.009186,360.6689,39.61097
to pull,0.0,0.0,0.0,-6.7716575,-138.81567,1.6270399,6.0503564,156.30672,4.8044324,-105.39356,35.90641,5.725932,109.811584,27.329496,4.737091,-123.83194,212.07832,50.643433,142.62848,198.8354,36.49825,-112.714195,357.69522,136.68462,167.86435,343.85107,120.3014,-33.14142,363.06534,43.8861,65.009186,360.6689,39.61097
to pull,0.0,0.0,0.0,-6.7716575,-138.81567,1.6270399,6.0364523,156.36826,4.6655774,-105.4778,35.82568,5.565965,109.986496,27.359447,3.6259174,-123.63042,212.22247,48.109913,142.8868,199.47604,33.282055,-112.3564,359.41827,131.11649,164.92178,346.20038,114.76356,-33.226276,363.17496,43.662296,64.96593,360.86475,39.373062
to pull,0.0,0.0,0.0,-6.4651012,-139.00436,2.5690675,6.0364523,156.36826,4.6655774,-105.4778,35.82568,5.565965,109.986496,27.359447,3.6259174,-123.63042,212.22247,48.109913,142.8868,199.47604,33.282055,-112.3564,359.41827,131.11649,164.92178,346.20038,114.76356,-33.226276,363.17496,43.662296,64.96593,360.86475,39.373062
to pull,0.0,0.0,0.0,-6.4651012,-139.00436,2.5690675,6.032499,156.42218,4.5919776,-105.4778,35.82568,5.565965,109.986496,27.359447,3.6259174,-123.63042,212.22247,48.109913,142.8868,199.47604,33.282055,-112.3564,359.41827,131.11649,164.92178,346.20038,114.76356,-33.226276,363.17496,43.662296,64.96593,360.86475,39.373062
to pull,0.0,0.0,0.0,-6.527811,-139.04987,3.5771847,5.961303,156.42558,4.4809937,-105.41249,35.355675,4.8748612,110.1184,26.944494,2.285266,-122.705215,212.20316,42.14624,143.7529,203.90216,26.939701,-112.70443,358.70187,127.23806,163.20529,349.5897,107.52883,-33.311672,363.25827,43.496155,64.94557,360.9554,39.260494
to pull,0.0,0.0,0.0,-6.527811,-139.04987,3.5771847,5.961303,156.42558,4.4809937,-105.41249,35.355675,4.8748612,110.1184,26.944494,2.285266,-122.705215,212.20316,42.14624,143.7529,203.90216,26.939701,-113.330154,361.10986,121.941376,160.71075,353.49103,103.807785,-33.52022,363.19644,43.257248,64.7643,360.98486,39.149677
to pull,0.0,0.0,0.0,-6.3545814,-139.12724,3.97197,5.904398,156.45546,4.371512,-105.41258,35.114647,4.5033574,110.1184,26.944494,2.285266,-122.705215,212.20316,42.14624,143.7529,203.90216,26.939701,-113.330154,361.10986,121.941376,160.71075,353.49103,103.807785,-33.52022,363.19644,43.257248,64.7643,360.98486,39.149677
to pull,0.0,0.0,0.0,-6.3545814,-139.12724,3.97197,5.904398,156.45546,4.371512,-105.41258,35.114647,4.5033574,110.06592,26.503069,1.7364383,-121.948616,212.20143,39.655365,144.45871,207.33348,23.1413,-112.85518,363.86047,113.48023,160.13145,356.41586,101.34995,-33.7493,363.2578,43.00641,64.60129,361.0842,38.949657
