Stim,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HeadX,HeadY,HeadZ,SpineMidX,SpineMidY,SpineMidZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristLeftX,WristLeftY,WristLeftZ,WristRightX,WristRightY,WristRightZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,
to mix,0.0,0.0,0.0,-7.0819693,-140.83769,-2.8219104,6.99882,155.87955,5.5241585,-101.5549,28.473297,21.41037,111.10012,28.470032,2.1044374,-137.99283,172.99712,108.37748,146.34872,184.67389,62.486076,-83.884254,178.62921,285.92795,161.9757,112.86705,219.09096,-30.628664,359.94165,49.97561,66.2189,360.7257,38.03867
to mix,0.0,0.0,0.0,-7.0819693,-140.83769,-2.8219104,6.9635377,155.82652,5.1650047,-102.13088,28.988148,20.506393,111.27182,27.69603,0.76595545,-135.55296,177.55241,100.872635,145.47296,185.04066,58.181488,-91.04364,179.59282,270.3872,161.9757,112.86705,219.09096,-30.628664,359.94165,49.97561,66.2189,360.7257,38.03867
to mix,0.0,0.0,0.0,-6.903044,-141.00679,-2.6188016,7.042259,155.7637,5.2038074,-102.73921,29.54531,20.235025,111.5647,27.222591,0.26694536,-120.34281,189.90755,82.49388,156.64587,182.65909,54.66105,-91.04364,179.59282,270.3872,165.43355,119.22297,216.92427,-30.760149,359.91336,49.259724,66.15185,360.54617,37.24418
to mix,0.0,0.0,0.0,-6.903044,-141.00679,-2.6188016,7.042259,155.7637,5.2038074,-102.73921,29.54531,20.235025,111.5647,27.222591,0.26694536,-120.34281,189.90755,82.49388,156.64587,182.65909,54.66105,-133.8999,174.2383,254.26926,173.60185,157.21266,225.00473,-30.626478,359.7821,49.303616,66.458305,360.3308,37.359665
to mix,0.0,0.0,0.0,-6.463985,-141.00365,-2.1967292,7.042259,155.7637,5.2038074,-102.73921,29.54531,20.235025,111.5647,27.222591,0.26694536,-120.34281,189.90755,82.49388,156.64587,182.65909,54.66105,-133.8999,174.2383,254.26926,173.60185,157.21266,225.00473,-30.626478,359.7821,49.303616,66.458305,360.3308,37.359665
to mix,0.0,0.0,0.0,-6.463985,-141.00365,-2.1967292,7.042259,155.7637,5.2038074,-102.73921,29.54531,20.235025,111.5647,27.222591,0.26694536,-120.34281,189.90755,82.49388,156.64587,182.65909,54.66105,-133.8999,174.2383,254.26926,173.60185,157.21266,225.00473,-30.626478,359.7821,49.303616,66.458305,360.3308,37.359665
to mix,0.0,0.0,0.0,-6.5015464,-140.79897,-2.143073,7.155694,155.7617,5.2300096,-104.02919,31.922579,19.564701,111.858574,27.08626,-0.42432547,-125.82539,189.62738,82.35077,157.67587,183.69618,48.581635,-87.82605,249.81294,239.57916,187.05617,189.9901,218.8922,-30.48102,359.89124,49.223423,66.85612,360.18484,37.4815
to mix,0.0,0.0,0.0,-6.598167,-140.7263,-2.1909714,7.091383,155.96545,5.091822,-104.808266,33.172337,18.67174,112.17223,28.807068,-2.4690151,-131.33624,190.91792,78.90651,160.93001,185.6461,41.416504,-112.42245,238.56747,243.86606,200.03021,197.63434,209.36435,-30.721066,360.44708,48.892723,66.80688,360.51526,37.196114
to mix,0.0,0.0,0.0,-6.598167,-140.7263,-2.1909714,7.042342,156.15598,4.9319386,-105.85476,35.488514,17.945671,112.22659,28.92636,-3.2027602,-131.66896,193.83429,76.5499,162.10051,186.44223,35.16569,-114.78324,243.81387,241.00644,180.51273,218.09102,162.57214,-30.901241,361.10507,48.49869,66.78693,360.73853,36.96288
to mix,0.0,0.0,0.0,-6.1702795,-140.83316,-1.7544627,6.9428325,156.2568,4.546666,-106.50928,36.79026,17.12122,112.17192,28.911757,-4.0189505,-144.77649,195.38089,64.77818,163.46443,187.07533,26.595486,-114.43789,281.5711,210.66345,194.60112,271.55573,173.16592,-31.105951,361.37656,47.734653,66.60583,360.81232,36.271774
